player,finalvaluebo,finalvalueba,bowlerf,batsmanf,arrvalue
A Kumble,0.330205029,0.127998282,0.069605694,0.017343785,4.347473949
Jaskaran Singh,0.325116637,0.125408642,0.068522908,0.016992888,4.275789815
R Sharma,0.301727153,0.160880331,0.063545735,0.021799307,4.267252099
P Awana,0.362468588,0.061814906,0.076471229,0.008375928,4.242357862
RR Bhatkal,0.399738911,7.13E-06,0.08440218,9.66E-07,4.220157297
Sunny Gupta,0.397944465,0,0.08402033,0,4.201016504
AA Jhunjhunwala,0.21482189,0.287342801,0.0450527,0.038934989,4.199384476
LA Carseldine,0.199978083,0.309515,0.041894007,0.041939325,4.191666633
DAJ Bracewell,0.206686386,0.296754767,0.043321503,0.040210312,4.176590746
B Akhil,0.227830155,0.260668479,0.047820798,0.035320615,4.157070666
RR Powar,0.250222628,0.220606015,0.052585812,0.029892146,4.123897886
VY Mahesh,0.322981896,0.105002063,0.068068645,0.014227794,4.114821955
MA Khote,0.243811695,0.229325776,0.051221595,0.031073674,4.114763495
AC Thomas,0.262038375,0.199201229,0.055100148,0.026991794,4.104597105
KMDN Kulasekara,0.203140701,0.29042904,0.042566998,0.039353175,4.09600864
AS Raut,0.206270067,0.285138483,0.043232912,0.038636304,4.093460804
RR Raje,0.259213413,0.199953213,0.054499009,0.027093688,4.079634865
SB Styris,0.218292165,0.263067554,0.045791158,0.03564569,4.071842426
Shivam Sharma,0.211601135,0.270396989,0.044367338,0.03663883,4.0503084
DP Nannes,0.343680143,0.062375414,0.072473135,0.008451877,4.046250634
R Rampaul,0.248555489,0.208602483,0.052231053,0.028265665,4.024835903
K Upadhyay,0.220569209,0.248814557,0.046275703,0.033714407,3.99950549
J Syed Mohammad,0.242708154,0.20942192,0.050986767,0.028376699,3.968173313
RG More,0.263895021,0.166087975,0.055495234,0.022504944,3.90000886
K Goel,0.201047641,0.263974607,0.042121604,0.035768596,3.894510002
D du Preez,0.23795424,0.195874371,0.049975156,0.026541004,3.825808038
AD Mascarenhas,0.227430659,0.21169586,0.047735787,0.028684818,3.821030288
J Theron,0.273567148,0.135990882,0.057553417,0.018426783,3.799010022
Karanveer Singh,0.275289029,0.130578742,0.057919825,0.017693438,3.780663148
Y Gnaneswara Rao,0.159782609,0.311860535,0.033340598,0.042257146,3.779887178
M de Lange,0.305021766,0.083047551,0.064246813,0.011252955,3.774988388
SB Bangar,0.238549613,0.185833454,0.050101849,0.025180459,3.764115386
CK Langeveldt,0.248038223,0.166011832,0.052120981,0.022494626,3.730780357
Kamran Khan,0.279925188,0.114149777,0.058906378,0.015467311,3.718684447
AA Chavan,0.226625565,0.196515483,0.047564467,0.026627875,3.709617116
Mohammad Hafeez,0.23413075,0.182933798,0.049161535,0.024787555,3.697454524
S Tyagi,0.263293682,0.136642652,0.055367271,0.018515098,3.694118485
A Uniyal,0.284926525,0.101893098,0.059970639,0.013806529,3.688858421
MJ Clarke,0.158629462,0.293441696,0.033095213,0.039761391,3.642830201
BA Bhatt,0.246663531,0.153167648,0.051828453,0.020754238,3.629134519
Pankaj Singh,0.279824243,0.098989562,0.058884898,0.013413099,3.614899854
JM Kemp,0.176217036,0.261617436,0.036837767,0.035449199,3.614348305
WA Mota,0.234413969,0.169334321,0.049221803,0.022944824,3.608331357
RJ Peterson,0.209870244,0.203373656,0.043999013,0.027557159,3.577808577
M Manhas,0.137587688,0.31505395,0.028617622,0.042689854,3.565373803
VS Malik,0.224498082,0.17849352,0.047111749,0.024185897,3.564882269
SM Harwood,0.251701677,0.132827335,0.052900547,0.017998122,3.544933456
NL McCullum,0.160454146,0.274955736,0.033483498,0.03725654,3.537001906
DP Vijaykumar,0.232542567,0.158040425,0.048823578,0.0214145,3.511903853
GH Vihari,0.162345053,0.262652381,0.033885874,0.035589434,3.4737654
GR Napier,0.162964312,0.261550922,0.034017649,0.035440186,3.472891779
Mohammad Asif,0.272944478,0.087137671,0.057420916,0.011807167,3.461404115
RV Gomez,0.20738975,0.189188555,0.043471175,0.025635075,3.455312542
BE Hendricks,0.291304618,0.054048266,0.061327868,0.007323548,3.432570775
D Kalyankrishna,0.27235661,0.080421155,0.05729582,0.010897078,3.409644894
R Ninan,0.256238053,0.099156903,0.053865866,0.013435774,3.365082028
JE Taylor,0.239997369,0.12462342,0.050409925,0.016886491,3.364820767
T Thushara,0.240984783,0.119234817,0.050620042,0.016156334,3.338818799
SB Wagh,0.237428723,0.10808228,0.049863329,0.014645164,3.225424634
GD McGrath,0.219149805,0.136377227,0.04597366,0.018479133,3.222639671
AG Murtaza,0.219344817,0.1344336,0.046015158,0.018215771,3.211546467
S Rana,0.137374164,0.262961775,0.028572185,0.035631357,3.21017711
M Ntini,0.22015498,0.131769858,0.046187557,0.017854834,3.202119542
FH Edwards,0.210932018,0.136164561,0.044224953,0.018450317,3.13376352
CJ McKay,0.199844789,0.144423159,0.041865643,0.019569358,3.071750047
L Ablish,0.28921408,7.13E-06,0.060883011,9.66E-07,3.044198866
BMAJ Mendis,0.167353902,0.190029567,0.034951734,0.025749033,3.035038316
KP Appanna,0.2317394,0.080418467,0.048652667,0.010896713,2.977469039
YA Abdulla,0.281987105,0,0.059345145,0,2.967257232
DJ Thornely,0.156275585,0.193181139,0.032594319,0.026176071,2.938519529
P Parameswaran,0.241133892,0.054048266,0.050651771,0.007323548,2.898765948
BAW Mendis,0.22027774,0.083131262,0.04621368,0.011264298,2.873898854
S Randiv,0.213164276,0.091102227,0.044699968,0.012344364,2.852216599
SE Bond,0.210253559,0.083047551,0.044080581,0.011252955,2.766676763
IC Pandey,0.261278979,7.13E-06,0.054938552,9.66E-07,2.746975905
Shoaib Akhtar,0.226258775,0.05363073,0.047486416,0.007266971,2.737669363
PM Sarvesh Kumar,0.206974215,0.083047551,0.043382751,0.011252955,2.731785307
SMSM Senanayake,0.188974977,0.108657399,0.039552598,0.014723093,2.71378451
V Pratap Singh,0.254872083,0,0.053575194,0,2.67875972
T Henderson,0.159970361,0.147955424,0.033380551,0.02004798,2.671426551
NJ Rimmington,0.15273869,0.158040425,0.031841685,0.0214145,2.662809209
A Chandila,0.181948268,0.101893098,0.038057347,0.013806529,2.593193778
Shoaib Ahmed,0.226743429,0.027734173,0.047589548,0.003757984,2.567376615
SB Joshi,0.191068655,0.080560974,0.039998122,0.010916023,2.545707281
DJ Muthuswami,0.191010092,0.058054677,0.039985661,0.007866417,2.392603866
RS Gavaskar,0.182919576,0.05363073,0.038264036,0.007266971,2.276550391
ND Doshi,0.193700405,8.55E-05,0.040558147,1.16E-05,2.028486593
C Nanda,0.186758783,0,0.039081002,0,1.95405009
