,id,season,bowler,over,total_runs
5920,157,2009,AM Rahane,15,5
5921,157,2009,B Lee,1,5
5922,157,2009,B Lee,3,4
5923,157,2009,B Lee,11,12
5924,157,2009,B Lee,16,4
5925,157,2009,DJ Bravo,4,9
5926,157,2009,DJ Bravo,6,8
5927,157,2009,DS Kulkarni,2,5
5928,157,2009,DS Kulkarni,5,12
5929,157,2009,DS Kulkarni,11,9
5930,157,2009,Harbhajan Singh,8,2
5931,157,2009,Harbhajan Singh,10,3
5932,157,2009,Harbhajan Singh,13,3
5933,157,2009,Harbhajan Singh,19,1
5934,157,2009,IK Pathan,2,0
5935,157,2009,IK Pathan,4,5
5936,157,2009,IK Pathan,15,4
5937,157,2009,IK Pathan,17,5
5938,157,2009,JP Duminy,9,4
5939,157,2009,JP Duminy,12,1
5940,157,2009,JP Duminy,14,4
5941,157,2009,JP Duminy,16,6
5942,157,2009,K Goel,12,7
5943,157,2009,K Goel,14,9
5944,157,2009,PP Chawla,6,7
5945,157,2009,PP Chawla,8,6
5946,157,2009,PP Chawla,10,12
5947,157,2009,PP Chawla,13,7
5948,157,2009,RR Raje,7,10
5949,157,2009,S Sreesanth,5,21
5950,157,2009,SL Malinga,1,5
5951,157,2009,SL Malinga,3,12
5952,157,2009,SL Malinga,18,11
5953,157,2009,SL Malinga,20,5
5954,157,2009,ST Jayasuriya,17,4
5955,157,2009,Yuvraj Singh,7,2
5956,157,2009,Yuvraj Singh,9,12
5957,158,2009,A Mishra,9,14
5958,158,2009,A Mishra,12,12
5959,158,2009,A Mishra,14,13
5960,158,2009,A Nehra,1,18
5961,158,2009,A Nehra,6,10
5962,158,2009,A Nehra,16,11
5963,158,2009,A Nehra,19,8
5964,158,2009,A Symonds,5,6
5965,158,2009,A Symonds,7,4
5966,158,2009,A Symonds,9,9
5967,158,2009,DP Nannes,2,12
5968,158,2009,DP Nannes,4,7
5969,158,2009,DP Nannes,15,10
5970,158,2009,DP Nannes,17,4
5971,158,2009,DR Smith,11,5
5972,158,2009,DR Smith,13,4
5973,158,2009,DR Smith,15,6
5974,158,2009,DR Smith,17,11
5975,158,2009,PJ Sangwan,3,3
5976,158,2009,PJ Sangwan,5,0
5977,158,2009,PJ Sangwan,11,4
5978,158,2009,PJ Sangwan,13,12
5979,158,2009,PP Ojha,8,8
5980,158,2009,PP Ojha,10,4
5981,158,2009,PP Ojha,12,4
5982,158,2009,PP Ojha,18,10
5983,158,2009,R Bhatia,8,11
5984,158,2009,R Bhatia,18,3
5985,158,2009,R Bhatia,20,1
5986,158,2009,RP Singh,1,5
5987,158,2009,RP Singh,3,1
5988,158,2009,RP Singh,16,10
5989,158,2009,RP Singh,19,10
5990,158,2009,Shoaib Ahmed,6,24
5991,158,2009,TM Dilshan,7,5
5992,158,2009,TM Dilshan,10,3
5993,158,2009,WPUJC Vaas,2,12
5994,158,2009,WPUJC Vaas,4,8
5995,158,2009,WPUJC Vaas,14,9
5996,158,2009,WPUJC Vaas,20,23
5997,159,2009,A Kumble,1,4
5998,159,2009,A Kumble,7,2
5999,159,2009,A Kumble,14,1
6000,159,2009,A Kumble,17,5
6001,159,2009,B Akhil,16,2
6002,159,2009,JA Morkel,1,6
6003,159,2009,JA Morkel,3,1
6004,159,2009,JA Morkel,5,1
6005,159,2009,JA Morkel,7,5
6006,159,2009,JDP Oram,18,9
6007,159,2009,JDP Oram,20,7
6008,159,2009,JH Kallis,4,0
6009,159,2009,JH Kallis,6,9
6010,159,2009,JH Kallis,8,5
6011,159,2009,JH Kallis,10,5
6012,159,2009,L Balaji,6,3
6013,159,2009,L Balaji,15,6
6014,159,2009,L Balaji,17,11
6015,159,2009,L Balaji,19,12
6016,159,2009,M Muralitharan,9,6
6017,159,2009,M Muralitharan,11,6
6018,159,2009,M Muralitharan,13,10
6019,159,2009,M Muralitharan,16,2
6020,159,2009,P Kumar,3,12
6021,159,2009,P Kumar,5,11
6022,159,2009,P Kumar,18,6
6023,159,2009,P Kumar,20,6
6024,159,2009,R Vinay Kumar,2,16
6025,159,2009,R Vinay Kumar,12,9
6026,159,2009,R Vinay Kumar,19,5
6027,159,2009,RE van der Merwe,9,8
6028,159,2009,RE van der Merwe,11,12
6029,159,2009,RE van der Merwe,13,8
6030,159,2009,RE van der Merwe,15,3
6031,159,2009,S Tyagi,2,11
6032,159,2009,S Tyagi,4,11
6033,159,2009,SB Jakati,8,8
6034,159,2009,SB Jakati,10,5
6035,159,2009,SB Jakati,12,3
6036,159,2009,SB Jakati,14,9
6037,160,2009,C Nanda,10,4
6038,160,2009,DJ Bravo,4,7
6039,160,2009,DJ Bravo,14,19
6040,160,2009,DJ Bravo,19,4
6041,160,2009,DS Kulkarni,1,7
6042,160,2009,DS Kulkarni,3,6
6043,160,2009,DS Kulkarni,5,12
6044,160,2009,DS Kulkarni,17,4
6045,160,2009,Harbhajan Singh,7,3
6046,160,2009,Harbhajan Singh,9,7
6047,160,2009,Harbhajan Singh,12,11
6048,160,2009,Harbhajan Singh,15,11
6049,160,2009,J Botha,9,11
6050,160,2009,J Botha,11,2
6051,160,2009,J Botha,17,11
6052,160,2009,J Botha,19,10
6053,160,2009,JP Duminy,6,3
6054,160,2009,JP Duminy,11,7
6055,160,2009,JP Duminy,13,9
6056,160,2009,MM Patel,2,1
6057,160,2009,MM Patel,4,6
6058,160,2009,MM Patel,18,14
6059,160,2009,MM Patel,20,1
6060,160,2009,RA Jadeja,15,18
6061,160,2009,SK Trivedi,3,4
6062,160,2009,SK Trivedi,6,3
6063,160,2009,SK Trivedi,8,8
6064,160,2009,SK Trivedi,14,4
6065,160,2009,SK Warne,5,4
6066,160,2009,SK Warne,7,4
6067,160,2009,SK Warne,12,8
6068,160,2009,SK Warne,16,9
6069,160,2009,SL Malinga,2,7
6070,160,2009,SL Malinga,8,10
6071,160,2009,SL Malinga,16,3
6072,160,2009,SL Malinga,18,8
6073,160,2009,ST Jayasuriya,20,3
6074,160,2009,YK Pathan,1,8
6075,160,2009,YK Pathan,10,5
6076,160,2009,YK Pathan,13,12
6077,161,2009,A Nehra,1,2
6078,161,2009,A Nehra,3,2
6079,161,2009,A Nehra,5,0
6080,161,2009,A Nehra,7,2
6081,161,2009,B Lee,1,7
6082,161,2009,B Lee,3,6
6083,161,2009,B Lee,17,0
6084,161,2009,B Lee,19,3
6085,161,2009,DL Vettori,10,1
6086,161,2009,DL Vettori,12,4
6087,161,2009,DL Vettori,14,6
6088,161,2009,DL Vettori,20,4
6089,161,2009,IK Pathan,2,6
6090,161,2009,IK Pathan,4,3
6091,161,2009,IK Pathan,18,7
6092,161,2009,IK Pathan,20,6
6093,161,2009,MF Maharoof,4,13
6094,161,2009,MF Maharoof,6,2
6095,161,2009,MF Maharoof,8,3
6096,161,2009,MF Maharoof,19,13
6097,161,2009,PJ Sangwan,2,18
6098,161,2009,PJ Sangwan,9,7
6099,161,2009,PJ Sangwan,16,2
6100,161,2009,PJ Sangwan,18,15
6101,161,2009,PP Chawla,5,5
6102,161,2009,PP Chawla,13,4
6103,161,2009,PP Chawla,15,12
6104,161,2009,R Bhatia,11,10
6105,161,2009,R Bhatia,15,9
6106,161,2009,R Bhatia,17,3
6107,161,2009,RR Powar,7,7
6108,161,2009,RR Powar,9,3
6109,161,2009,RR Powar,11,10
6110,161,2009,S Sreesanth,6,11
6111,161,2009,S Sreesanth,8,3
6112,161,2009,S Sreesanth,10,1
6113,161,2009,S Sreesanth,12,5
6114,161,2009,TM Dilshan,13,7
6115,161,2009,WA Mota,16,7
6116,161,2009,Yuvraj Singh,14,14
6117,162,2009,C Nanda,12,6
6118,162,2009,C Nanda,14,8
6119,162,2009,C Nanda,16,8
6120,162,2009,DJ Bravo,4,6
6121,162,2009,DJ Bravo,6,1
6122,162,2009,DJ Bravo,15,10
6123,162,2009,DJ Bravo,20,6
6124,162,2009,DS Kulkarni,2,13
6125,162,2009,DS Kulkarni,5,10
6126,162,2009,DS Kulkarni,11,8
6127,162,2009,DS Kulkarni,13,14
6128,162,2009,Harbhajan Singh,7,4
6129,162,2009,Harbhajan Singh,9,7
6130,162,2009,Harbhajan Singh,18,17
6131,162,2009,JA Morkel,1,1
6132,162,2009,JA Morkel,3,1
6133,162,2009,JA Morkel,5,18
6134,162,2009,JA Morkel,20,11
6135,162,2009,JP Duminy,8,4
6136,162,2009,JP Duminy,10,6
6137,162,2009,L Balaji,17,12
6138,162,2009,L Balaji,19,5
6139,162,2009,M Muralitharan,7,2
6140,162,2009,M Muralitharan,9,10
6141,162,2009,M Muralitharan,12,4
6142,162,2009,M Muralitharan,14,3
6143,162,2009,S Tyagi,2,6
6144,162,2009,S Tyagi,4,8
6145,162,2009,S Tyagi,6,15
6146,162,2009,SB Jakati,10,5
6147,162,2009,SB Jakati,16,9
6148,162,2009,SB Jakati,18,14
6149,162,2009,SK Raina,8,4
6150,162,2009,SK Raina,11,5
6151,162,2009,SK Raina,13,5
6152,162,2009,SK Raina,15,9
6153,162,2009,SL Malinga,1,4
6154,162,2009,SL Malinga,3,1
6155,162,2009,SL Malinga,17,11
6156,162,2009,SL Malinga,19,7
6157,163,2009,A Symonds,6,2
6158,163,2009,A Symonds,8,6
6159,163,2009,A Symonds,14,7
6160,163,2009,A Symonds,20,14
6161,163,2009,AB Agarkar,8,9
6162,163,2009,AB Agarkar,14,12
6163,163,2009,AB Agarkar,17,14
6164,163,2009,AB Agarkar,19,6
6165,163,2009,BJ Hodge,6,9
6166,163,2009,BJ Hodge,10,3
6167,163,2009,BJ Hodge,12,12
6168,163,2009,DJ Hussey,9,6
6169,163,2009,Harmeet Singh,7,3
6170,163,2009,Harmeet Singh,9,7
6171,163,2009,Harmeet Singh,11,10
6172,163,2009,Harmeet Singh,19,20
6173,163,2009,I Sharma,1,5
6174,163,2009,I Sharma,3,9
6175,163,2009,I Sharma,11,2
6176,163,2009,I Sharma,16,8
6177,163,2009,M Kartik,5,1
6178,163,2009,M Kartik,7,3
6179,163,2009,M Kartik,13,2
6180,163,2009,M Kartik,15,6
6181,163,2009,Mashrafe Mortaza,2,15
6182,163,2009,Mashrafe Mortaza,4,11
6183,163,2009,Mashrafe Mortaza,18,7
6184,163,2009,Mashrafe Mortaza,20,26
6185,163,2009,PP Ojha,10,3
6186,163,2009,PP Ojha,12,7
6187,163,2009,PP Ojha,16,15
6188,163,2009,RG Sharma,13,4
6189,163,2009,RG Sharma,15,11
6190,163,2009,RJ Harris,1,5
6191,163,2009,RJ Harris,3,5
6192,163,2009,RJ Harris,5,4
6193,163,2009,RJ Harris,18,7
6194,163,2009,RP Singh,2,5
6195,163,2009,RP Singh,4,10
6196,163,2009,RP Singh,17,7
6197,163,2009,RP Singh,19,8
6198,164,2009,A Symonds,3,3
6199,164,2009,A Symonds,5,7
6200,164,2009,B Lee,1,5
6201,164,2009,B Lee,3,7
6202,164,2009,B Lee,13,6
6203,164,2009,B Lee,19,14
6204,164,2009,IK Pathan,2,18
6205,164,2009,IK Pathan,17,2
6206,164,2009,IK Pathan,20,9
6207,164,2009,PP Chawla,7,3
6208,164,2009,PP Chawla,9,7
6209,164,2009,PP Chawla,11,5
6210,164,2009,PP Chawla,15,5
6211,164,2009,PP Ojha,12,8
6212,164,2009,PP Ojha,14,4
6213,164,2009,RG Sharma,7,7
6214,164,2009,RG Sharma,15,16
6215,164,2009,RJ Harris,1,9
6216,164,2009,RJ Harris,6,6
6217,164,2009,RJ Harris,16,11
6218,164,2009,RJ Harris,19,5
6219,164,2009,RP Singh,2,3
6220,164,2009,RP Singh,4,11
6221,164,2009,RP Singh,18,6
6222,164,2009,RP Singh,20,7
6223,164,2009,RR Powar,5,6
6224,164,2009,RR Powar,8,5
6225,164,2009,S Sreesanth,4,4
6226,164,2009,S Sreesanth,6,6
6227,164,2009,TL Suman,8,3
6228,164,2009,TL Suman,10,3
6229,164,2009,TL Suman,13,6
6230,164,2009,TL Suman,17,11
6231,164,2009,WA Mota,18,18
6232,164,2009,Y Venugopal Rao,9,3
6233,164,2009,Y Venugopal Rao,11,5
6234,164,2009,Yuvraj Singh,10,4
6235,164,2009,Yuvraj Singh,12,3
6236,164,2009,Yuvraj Singh,14,2
6237,164,2009,Yuvraj Singh,16,4
6238,165,2009,A Mishra,10,10
6239,165,2009,A Mishra,12,8
6240,165,2009,A Mishra,15,7
6241,165,2009,A Mishra,17,8
6242,165,2009,A Nehra,1,2
6243,165,2009,A Nehra,3,2
6244,165,2009,A Nehra,19,4
6245,165,2009,A Singh,2,8
6246,165,2009,A Singh,4,4
6247,165,2009,A Singh,18,11
6248,165,2009,AM Salvi,5,5
6249,165,2009,AM Salvi,7,2
6250,165,2009,AM Salvi,9,13
6251,165,2009,AM Salvi,13,2
6252,165,2009,AS Raut,14,11
6253,165,2009,DP Nannes,2,6
6254,165,2009,DP Nannes,4,4
6255,165,2009,DP Nannes,18,12
6256,165,2009,DP Nannes,20,13
6257,165,2009,J Botha,7,3
6258,165,2009,J Botha,9,9
6259,165,2009,J Botha,11,6
6260,165,2009,J Botha,17,5
6261,165,2009,MF Maharoof,6,5
6262,165,2009,MF Maharoof,8,11
6263,165,2009,MF Maharoof,14,5
6264,165,2009,MF Maharoof,16,6
6265,165,2009,MM Patel,1,4
6266,165,2009,MM Patel,3,3
6267,165,2009,MM Patel,5,7
6268,165,2009,MM Patel,19,25
6269,165,2009,RA Jadeja,13,7
6270,165,2009,RA Jadeja,15,6
6271,165,2009,SK Trivedi,6,9
6272,165,2009,SK Warne,8,8
6273,165,2009,SK Warne,10,5
6274,165,2009,SK Warne,12,5
6275,165,2009,SK Warne,20,10
6276,165,2009,TM Dilshan,11,11
6277,165,2009,YK Pathan,16,4
6278,166,2009,AB Agarkar,4,8
6279,166,2009,AB Agarkar,14,10
6280,166,2009,AB Agarkar,18,10
6281,166,2009,AB Agarkar,20,19
6282,166,2009,AB Dinda,1,5
6283,166,2009,AB Dinda,3,10
6284,166,2009,AB Dinda,15,2
6285,166,2009,AB Dinda,17,12
6286,166,2009,Anureet Singh,2,12
6287,166,2009,BAW Mendis,8,7
6288,166,2009,BAW Mendis,11,7
6289,166,2009,BAW Mendis,16,17
6290,166,2009,BAW Mendis,19,7
6291,166,2009,BJ Hodge,6,12
6292,166,2009,BJ Hodge,9,4
6293,166,2009,DJ Hussey,10,5
6294,166,2009,DJ Hussey,13,13
6295,166,2009,JA Morkel,1,10
6296,166,2009,JA Morkel,3,16
6297,166,2009,JA Morkel,18,13
6298,166,2009,L Balaji,15,7
6299,166,2009,L Balaji,17,14
6300,166,2009,L Balaji,19,19
6301,166,2009,M Kartik,5,7
6302,166,2009,M Kartik,7,13
6303,166,2009,M Kartik,12,8
6304,166,2009,M Muralitharan,5,1
6305,166,2009,M Muralitharan,8,4
6306,166,2009,M Muralitharan,10,5
6307,166,2009,M Muralitharan,16,6
6308,166,2009,S Tyagi,2,1
6309,166,2009,S Tyagi,4,6
6310,166,2009,S Tyagi,6,22
6311,166,2009,SB Jakati,7,4
6312,166,2009,SB Jakati,9,14
6313,166,2009,SB Jakati,12,12
6314,166,2009,SB Jakati,14,10
6315,166,2009,SK Raina,11,8
6316,166,2009,SK Raina,13,11
6317,166,2009,SK Raina,20,6
6318,167,2009,A Kumble,10,5
6319,167,2009,A Kumble,12,5
6320,167,2009,A Kumble,14,4
6321,167,2009,A Kumble,17,10
6322,167,2009,A Nehra,1,2
6323,167,2009,A Nehra,3,4
6324,167,2009,A Nehra,17,7
6325,167,2009,A Nehra,19,9
6326,167,2009,AB McDonald,8,10
6327,167,2009,AB McDonald,10,6
6328,167,2009,AB McDonald,12,6
6329,167,2009,AM Salvi,2,4
6330,167,2009,AM Salvi,4,6
6331,167,2009,AM Salvi,6,8
6332,167,2009,AM Salvi,14,12
6333,167,2009,B Akhil,5,12
6334,167,2009,B Akhil,7,8
6335,167,2009,DL Vettori,9,5
6336,167,2009,DL Vettori,11,10
6337,167,2009,DL Vettori,16,3
6338,167,2009,DL Vettori,18,14
6339,167,2009,JH Kallis,2,1
6340,167,2009,JH Kallis,4,2
6341,167,2009,JH Kallis,6,9
6342,167,2009,JH Kallis,8,5
6343,167,2009,MF Maharoof,5,3
6344,167,2009,MF Maharoof,7,6
6345,167,2009,P Kumar,1,1
6346,167,2009,P Kumar,3,12
6347,167,2009,P Kumar,18,5
6348,167,2009,P Kumar,20,12
6349,167,2009,RE van der Merwe,9,8
6350,167,2009,RE van der Merwe,11,5
6351,167,2009,RE van der Merwe,16,11
6352,167,2009,RE van der Merwe,19,7
6353,167,2009,V Kohli,13,4
6354,167,2009,V Kohli,15,8
6355,167,2009,Y Nagar,13,6
6356,167,2009,Y Nagar,15,14
6357,168,2009,A Singh,2,1
6358,168,2009,A Singh,4,7
6359,168,2009,A Singh,6,8
6360,168,2009,A Singh,20,4
6361,168,2009,AB Agarkar,6,8
6362,168,2009,AB Agarkar,8,5
6363,168,2009,AB Agarkar,12,1
6364,168,2009,AB Agarkar,20,2
6365,168,2009,AB Dinda,3,2
6366,168,2009,AB Dinda,5,6
6367,168,2009,AB Dinda,7,1
6368,168,2009,AB Dinda,14,3
6369,168,2009,BJ Hodge,1,22
6370,168,2009,CK Langeveldt,2,4
6371,168,2009,CK Langeveldt,4,4
6372,168,2009,CK Langeveldt,10,3
6373,168,2009,CK Langeveldt,19,4
6374,168,2009,J Botha,8,5
6375,168,2009,J Botha,10,1
6376,168,2009,J Botha,12,3
6377,168,2009,J Botha,18,10
6378,168,2009,LR Shukla,11,1
6379,168,2009,LR Shukla,13,6
6380,168,2009,LR Shukla,15,7
6381,168,2009,LR Shukla,17,7
6382,168,2009,MM Patel,1,9
6383,168,2009,MM Patel,3,3
6384,168,2009,MM Patel,5,1
6385,168,2009,MM Patel,7,1
6386,168,2009,RA Jadeja,14,4
6387,168,2009,RA Jadeja,16,10
6388,168,2009,SK Warne,9,2
6389,168,2009,SK Warne,11,6
6390,168,2009,SK Warne,13,10
6391,168,2009,SK Warne,17,6
6392,168,2009,SS Sarkar,9,6
6393,168,2009,SS Sarkar,16,5
6394,168,2009,SS Sarkar,18,4
6395,168,2009,T Henderson,15,4
6396,168,2009,T Henderson,19,7
6397,169,2009,B Lee,1,6
6398,169,2009,B Lee,3,7
6399,169,2009,B Lee,17,2
6400,169,2009,B Lee,19,1
6401,169,2009,IK Pathan,2,11
6402,169,2009,IK Pathan,4,11
6403,169,2009,IK Pathan,18,7
6404,169,2009,IK Pathan,20,6
6405,169,2009,L Balaji,18,8
6406,169,2009,L Balaji,20,7
6407,169,2009,M Muralitharan,5,1
6408,169,2009,M Muralitharan,7,3
6409,169,2009,M Muralitharan,9,2
6410,169,2009,M Muralitharan,12,2
6411,169,2009,MS Gony,1,3
6412,169,2009,MS Gony,3,6
6413,169,2009,PP Chawla,13,6
6414,169,2009,PP Chawla,15,7
6415,169,2009,R Ashwin,6,3
6416,169,2009,R Ashwin,10,4
6417,169,2009,R Ashwin,14,5
6418,169,2009,R Ashwin,16,2
6419,169,2009,RR Powar,5,9
6420,169,2009,RR Powar,7,4
6421,169,2009,RR Powar,9,4
6422,169,2009,RR Powar,11,4
6423,169,2009,S Sreesanth,6,6
6424,169,2009,S Sreesanth,8,7
6425,169,2009,S Sreesanth,10,5
6426,169,2009,S Sreesanth,12,5
6427,169,2009,SK Raina,11,3
6428,169,2009,SK Raina,13,2
6429,169,2009,SK Raina,15,5
6430,169,2009,SK Raina,17,8
6431,169,2009,T Thushara,2,3
6432,169,2009,T Thushara,4,13
6433,169,2009,T Thushara,8,4
6434,169,2009,T Thushara,19,8
6435,169,2009,WA Mota,14,4
6436,169,2009,WA Mota,16,4
6437,170,2009,A Mishra,8,10
6438,170,2009,A Mishra,10,6
6439,170,2009,A Mishra,12,15
6440,170,2009,A Mishra,17,13
6441,170,2009,AM Nayar,8,9
6442,170,2009,AM Nayar,10,16
6443,170,2009,AM Salvi,2,8
6444,170,2009,AM Salvi,4,4
6445,170,2009,AM Salvi,15,4
6446,170,2009,AM Salvi,18,12
6447,170,2009,DP Nannes,1,5
6448,170,2009,DP Nannes,3,10
6449,170,2009,DP Nannes,6,2
6450,170,2009,DP Nannes,19,11
6451,170,2009,DS Kulkarni,2,11
6452,170,2009,DS Kulkarni,4,11
6453,170,2009,DS Kulkarni,6,14
6454,170,2009,Harbhajan Singh,7,3
6455,170,2009,Harbhajan Singh,9,5
6456,170,2009,Harbhajan Singh,15,3
6457,170,2009,Harbhajan Singh,17,6
6458,170,2009,JP Duminy,16,2
6459,170,2009,JP Duminy,18,12
6460,170,2009,PJ Sangwan,5,1
6461,170,2009,PJ Sangwan,7,13
6462,170,2009,PJ Sangwan,13,11
6463,170,2009,PJ Sangwan,20,10
6464,170,2009,R Bhatia,9,13
6465,170,2009,R Bhatia,11,3
6466,170,2009,R Bhatia,14,4
6467,170,2009,R Bhatia,16,10
6468,170,2009,RA Shaikh,3,11
6469,170,2009,SL Malinga,1,8
6470,170,2009,SL Malinga,5,5
6471,170,2009,SL Malinga,12,10
6472,170,2009,SL Malinga,14,15
6473,170,2009,ST Jayasuriya,11,11
6474,170,2009,ST Jayasuriya,13,14
6475,171,2009,A Kumble,1,4
6476,171,2009,A Kumble,4,7
6477,171,2009,A Kumble,11,6
6478,171,2009,A Kumble,19,7
6479,171,2009,A Symonds,6,2
6480,171,2009,A Symonds,10,3
6481,171,2009,A Symonds,13,5
6482,171,2009,A Symonds,18,5
6483,171,2009,B Akhil,7,5
6484,171,2009,B Akhil,9,4
6485,171,2009,B Akhil,15,3
6486,171,2009,B Akhil,17,6
6487,171,2009,JH Kallis,2,8
6488,171,2009,Jaskaran Singh,7,6
6489,171,2009,Jaskaran Singh,9,10
6490,171,2009,Jaskaran Singh,16,16
6491,171,2009,P Kumar,3,4
6492,171,2009,P Kumar,5,22
6493,171,2009,P Kumar,18,7
6494,171,2009,P Kumar,20,13
6495,171,2009,PP Ojha,8,12
6496,171,2009,PP Ojha,12,8
6497,171,2009,PP Ojha,15,10
6498,171,2009,PP Ojha,17,2
6499,171,2009,RE van der Merwe,6,19
6500,171,2009,RE van der Merwe,8,5
6501,171,2009,RE van der Merwe,13,7
6502,171,2009,RE van der Merwe,16,6
6503,171,2009,RJ Harris,1,4
6504,171,2009,RJ Harris,3,8
6505,171,2009,RJ Harris,5,6
6506,171,2009,RJ Harris,19,8
6507,171,2009,RP Singh,2,3
6508,171,2009,RP Singh,4,10
6509,171,2009,RP Singh,14,11
6510,171,2009,RP Singh,20,23
6511,171,2009,TL Suman,11,18
6512,171,2009,V Kohli,10,7
6513,171,2009,V Kohli,12,7
6514,171,2009,V Kohli,14,11
6515,172,2009,A Mishra,8,4
6516,172,2009,A Mishra,10,4
6517,172,2009,A Mishra,12,5
6518,172,2009,A Mishra,14,6
6519,172,2009,A Nehra,2,3
6520,172,2009,A Nehra,4,15
6521,172,2009,A Nehra,13,11
6522,172,2009,A Nehra,15,9
6523,172,2009,A Symonds,7,11
6524,172,2009,A Symonds,9,7
6525,172,2009,A Symonds,11,2
6526,172,2009,DP Nannes,1,21
6527,172,2009,DP Nannes,11,13
6528,172,2009,DP Nannes,17,4
6529,172,2009,Harmeet Singh,10,8
6530,172,2009,Harmeet Singh,12,1
6531,172,2009,Harmeet Singh,14,10
6532,172,2009,PJ Sangwan,3,17
6533,172,2009,PJ Sangwan,16,2
6534,172,2009,PJ Sangwan,18,2
6535,172,2009,PP Ojha,6,8
6536,172,2009,PP Ojha,8,8
6537,172,2009,PP Ojha,16,11
6538,172,2009,RG Sharma,13,8
6539,172,2009,RG Sharma,15,5
6540,172,2009,RG Sharma,17,13
6541,172,2009,RJ Harris,1,0
6542,172,2009,RJ Harris,3,10
6543,172,2009,RJ Harris,5,8
6544,172,2009,RJ Harris,19,9
6545,172,2009,RP Singh,2,13
6546,172,2009,RP Singh,4,10
6547,172,2009,RP Singh,18,3
6548,172,2009,RP Singh,20,8
6549,172,2009,TM Dilshan,5,3
6550,172,2009,TM Dilshan,7,3
6551,172,2009,TM Dilshan,9,7
6552,172,2009,V Sehwag,6,25
6553,173,2009,A Kumble,6,6
6554,173,2009,A Kumble,12,7
6555,173,2009,A Kumble,14,8
6556,173,2009,A Kumble,17,10
6557,173,2009,JA Morkel,1,9
6558,173,2009,JA Morkel,3,7
6559,173,2009,JA Morkel,6,10
6560,173,2009,JDP Oram,19,14
6561,173,2009,JH Kallis,2,13
6562,173,2009,JH Kallis,4,9
6563,173,2009,JH Kallis,9,2
6564,173,2009,JH Kallis,11,3
6565,173,2009,L Balaji,11,6
6566,173,2009,L Balaji,15,10
6567,173,2009,M Muralitharan,10,3
6568,173,2009,M Muralitharan,12,4
6569,173,2009,M Muralitharan,16,2
6570,173,2009,M Muralitharan,18,8
6571,173,2009,MS Gony,2,8
6572,173,2009,MS Gony,4,15
6573,173,2009,P Kumar,1,2
6574,173,2009,P Kumar,3,11
6575,173,2009,P Kumar,15,3
6576,173,2009,P Kumar,19,10
6577,173,2009,R Vinay Kumar,5,11
6578,173,2009,R Vinay Kumar,7,9
6579,173,2009,R Vinay Kumar,13,12
6580,173,2009,R Vinay Kumar,20,6
6581,173,2009,RE van der Merwe,8,7
6582,173,2009,RE van der Merwe,10,4
6583,173,2009,RE van der Merwe,16,7
6584,173,2009,RE van der Merwe,18,6
6585,173,2009,SB Jakati,5,10
6586,173,2009,SB Jakati,7,4
6587,173,2009,SB Jakati,9,11
6588,173,2009,SB Jakati,13,4
6589,173,2009,SK Raina,8,5
6590,173,2009,SK Raina,14,4
6591,173,2009,SK Raina,17,15
6592,174,2009,A Kumble,1,2
6593,174,2009,A Kumble,9,5
6594,174,2009,A Kumble,13,5
6595,174,2009,A Kumble,17,6
6596,174,2009,A Symonds,6,3
6597,174,2009,A Symonds,8,11
6598,174,2009,A Symonds,15,4
6599,174,2009,Harmeet Singh,10,10
6600,174,2009,Harmeet Singh,12,1
6601,174,2009,Harmeet Singh,14,8
6602,174,2009,Harmeet Singh,16,5
6603,174,2009,JH Kallis,3,2
6604,174,2009,JH Kallis,5,5
6605,174,2009,JH Kallis,7,14
6606,174,2009,JH Kallis,11,3
6607,174,2009,P Kumar,2,11
6608,174,2009,P Kumar,10,3
6609,174,2009,P Kumar,15,20
6610,174,2009,P Kumar,19,9
6611,174,2009,PP Ojha,7,6
6612,174,2009,PP Ojha,9,6
6613,174,2009,PP Ojha,13,12
6614,174,2009,PP Ojha,17,5
6615,174,2009,R Vinay Kumar,4,3
6616,174,2009,R Vinay Kumar,6,8
6617,174,2009,R Vinay Kumar,18,10
6618,174,2009,R Vinay Kumar,20,9
6619,174,2009,RE van der Merwe,8,9
6620,174,2009,RE van der Merwe,12,4
6621,174,2009,RE van der Merwe,14,7
6622,174,2009,RE van der Merwe,16,8
6623,174,2009,RG Sharma,11,9
6624,174,2009,RJ Harris,1,1
6625,174,2009,RJ Harris,3,11
6626,174,2009,RJ Harris,5,12
6627,174,2009,RJ Harris,19,12
6628,174,2009,RP Singh,2,4
6629,174,2009,RP Singh,4,5
6630,174,2009,RP Singh,18,4
6631,174,2009,RP Singh,20,8
6632,175,2010,A Symonds,9,6
6633,175,2010,A Symonds,11,4
6634,175,2010,A Symonds,13,7
6635,175,2010,A Symonds,15,11
6636,175,2010,AD Mathews,7,5
6637,175,2010,AD Mathews,9,6
6638,175,2010,AD Mathews,11,11
6639,175,2010,AD Mathews,17,5
6640,175,2010,BJ Hodge,10,11
6641,175,2010,BJ Hodge,12,3
6642,175,2010,CK Langeveldt,1,5
6643,175,2010,CK Langeveldt,3,15
6644,175,2010,CK Langeveldt,13,6
6645,175,2010,CK Langeveldt,19,4
6646,175,2010,I Sharma,2,11
6647,175,2010,I Sharma,4,9
6648,175,2010,I Sharma,15,6
6649,175,2010,I Sharma,20,5
6650,175,2010,Jaskaran Singh,4,8
