,batsman,no of balls,batsman_runs,SRR,avg.runs,50's,100's,fours,sixes,30's,value
63,BA Bhatt,0.00171772115659891,0.00131926121372031,0.36734693877551,0.161260426320667,0.0,0.0,0.0020366598778004,0.0,0.0,0.1589425878995011
64,BA Stokes,0.0647008302318923,0.06948109058927,0.596601636249213,0.772095374505013,0.0512820512820512,0.2,0.0448065173116089,0.057471264367816,0.0634920634920634,0.43650519099887614
65,Basil Thampi,0.00830231892356141,0.00615655233069481,0.4,0.150509731232622,0.0,0.0,0.0020366598778004,0.00383141762452107,0.0,0.16655614179795145
66,BAW Mendis,0.00143143429716576,0.000659630606860158,0.214285714285714,0.0403151065801668,0.0,0.0,0.0,0.0,0.0,0.07651778103530854
67,BB McCullum,0.624105353564271,0.605760773966578,0.541363725682845,0.718887499212682,0.384615384615384,0.4,0.566191446028513,0.471264367816091,0.65079365079365,0.5842275142960291
68,BB Samantray,0.0329229888348124,0.0274846086191732,0.461822660098522,0.419949026876738,0.0256410256410256,0.0,0.0264765784114052,0.00766283524904214,0.0317460317460317,0.2738033495640794
69,BB Sran,0.0,0.000219876868953386,0.428571428571428,0.0268767377201112,0.0,0.0,0.0,0.0,0.0,0.1366564375743571
70,BCJ Cutting,0.0197537933008874,0.0272647317502198,0.759183673469387,0.416589434661724,0.0,0.0,0.0183299389002036,0.0383141762452107,0.0158730158730158,0.36002804157712653
71,BE Hendricks,0.000572573718866304,0.000219876868953386,0.142857142857142,0.0268767377201112,0.0,0.0,0.0,0.0,0.0,0.0509707805460146
72,Bipul Sharma,0.0352132837102776,0.0411169744942832,0.646313364055299,0.295644114921223,0.0,0.0,0.0224032586558044,0.0344827586206896,0.0158730158730158,0.2920967989510465
73,BJ Haddin,0.00286286859433152,0.00395778364116095,0.701298701298701,0.483781278962002,0.0,0.0,0.00407331975560081,0.00383141762452107,0.0,0.3565779333124069
74,BJ Hodge,0.329802462066991,0.30782761653474,0.520381613183,0.597260838224693,0.153846153846153,0.0,0.25458248472505,0.164750957854406,0.333333333333333,0.4256560669657645
75,BJ Rohrer,0.041511594617807,0.0424362357080035,0.566536203522504,0.648401297497683,0.0256410256410256,0.0,0.0448065173116089,0.0191570881226053,0.0476190476190476,0.37765043767101836
76,BMAJ Mendis,0.00744345834526195,0.00505716798592788,0.365079365079365,0.206054989187519,0.0,0.0,0.0,0.0,0.0,0.1722181959959211
77,BR Dunk,0.0100200400801603,0.00879507475813544,0.476190476190476,0.358356502934815,0.0,0.0,0.0142566191446028,0.0,0.0,0.252742566557531
78,C de Grandhomme,0.0260521042084168,0.0277044854881266,0.58695652173913,0.376274328081557,0.0,0.0,0.020366598778004,0.0229885057471264,0.0317460317460317,0.29584728096472745
79,C Madan,0.00372172917263097,0.00219876868953386,0.306122448979591,0.089589125733704,0.0,0.0,0.0020366598778004,0.0,0.0,0.11926200193301947
80,C Munro,0.115087317492127,0.0857519788918205,0.414746543778801,0.476451259583789,0.0256410256410256,0.0,0.10386965376782,0.0153256704980842,0.0634920634920634,0.2924434233303004
81,C Nanda,0.000286286859433152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43143429716576e-05
82,CA Ingram,0.00715717148582879,0.0046174142480211,0.346153846153846,0.188137164040778,0.0,0.0,0.00610997963340122,0.0,0.0,0.16153460163181882
83,CA Lynn,0.0741482965931863,0.0844327176781002,0.632967032967033,0.860055607043559,0.0769230769230769,0.0,0.0631364562118126,0.0881226053639846,0.0793650793650793,0.4774566945496206
84,CA Pujara,0.00858860578299456,0.00659630606860158,0.414746543778801,0.268767377201112,0.0,0.0,0.00814663951120162,0.0,0.0,0.2067135019557679
85,CH Gayle,0.724592041225307,0.802770448548812,0.617975626269465,0.981269694161261,0.692307692307692,1.0,0.623217922606924,1.0,0.714285714285714,0.7891362668586182
86,CH Morris,0.0784425994846836,0.0965259454705365,0.684155844155844,0.421388852111743,0.0512820512820512,0.0,0.0672097759674134,0.0842911877394635,0.0793650793650793,0.3601284941118557
87,CJ Anderson,0.118236472945891,0.114555848724714,0.539337474120082,0.538568475083766,0.0769230769230769,0.0,0.0814663951120162,0.114942528735632,0.111111111111111,0.3610307003552071
88,CJ Ferguson,0.0337818494131119,0.0215479331574318,0.352941176470588,0.329240037071362,0.0,0.0,0.0183299389002036,0.0,0.0,0.20978134557199798
89,CJ Jordan,0.00543945032922988,0.00263852242744063,0.257142857142857,0.107506950880444,0.0,0.0,0.0,0.0,0.0,0.10993076716619586
90,CJ McKay,0.00400801603206412,0.00175901495162708,0.228571428571428,0.215013901760889,0.0,0.0,0.0,0.0,0.0,0.13345190139646101
91,CK Kapugedera,0.0100200400801603,0.00527704485488126,0.285714285714285,0.0537534754402224,0.0,0.0,0.0020366598778004,0.0,0.0,0.10301160102729438
92,CK Langeveldt,0.00229029487546521,0.00175901495162708,0.38095238095238,0.107506950880444,0.0,0.0,0.0,0.00383141762452107,0.0,0.14705810084625442
93,CL White,0.221299742341826,0.213500439753737,0.537652270210409,0.579940273916176,0.153846153846153,0.0,0.15274949083503,0.1455938697318,0.238095238095238,0.4025055062574158
94,CM Gautam,0.0449470369310048,0.0371591908531222,0.458408679927667,0.349397590361446,0.0,0.0,0.0386965376782077,0.0229885057471264,0.0476190476190476,0.2523932200008985
95,CR Brathwaite,0.0157457772688233,0.0208883025505716,0.72704081632653,0.319161260426321,0.0,0.0,0.0162932790224032,0.0306513409961685,0.0158730158730158,0.31971635213569194
96,CR Woakes,0.0131691955339249,0.0101143359718557,0.419452887537993,0.176618562160731,0.0,0.0,0.00814663951120162,0.00383141762452107,0.0,0.1812914781067544
97,CRD Fernando,0.00229029487546521,0.00263852242744063,0.571428571428571,0.161260426320667,0.0,0.0,0.0,0.00383141762452107,0.0,0.22041495136876
98,D du Preez,0.00715717148582879,0.00439753737906772,0.329670329670329,0.179178251467408,0.0,0.0,0.0,0.0,0.0,0.1534521866535193
99,D Kalyankrishna,0.00429430289149728,0.00131926121372031,0.160714285714285,0.0806302131603337,0.0,0.0,0.0,0.0,0.0,0.07274999092833251
100,D Salunkhe,0.0157457772688233,0.0169305189094107,0.589285714285714,0.229945422716507,0.0,0.0,0.010183299389002,0.0153256704980842,0.0,0.24988205304216374
101,D Wiese,0.0266246779272831,0.02792436235708,0.5790273556231,0.426668211306765,0.0,0.0,0.0264765784114052,0.0153256704980842,0.0158730158730158,0.3086052409297151
102,DA Miller,0.324649298597194,0.343667546174142,0.590182504719949,0.656380329008341,0.23076923076923,0.2,0.219959266802443,0.295019157088122,0.317460317460317,0.48474329084414225
103,DA Warner,0.830518179215574,0.882585751978891,0.592793147582947,0.946344080776546,1.0,0.6,0.822810590631364,0.601532567049808,0.904761904761904,0.7972143480336996
104,DAJ Bracewell,0.000572573718866304,0.000879507475813544,0.571428571428571,0.0537534754402224,0.0,0.0,0.0,0.0,0.0,0.18767119349416267
105,DB Das,0.0761523046092184,0.0668425681618293,0.487961476725521,0.371387648496082,0.0,0.0,0.0468431771894093,0.0613026819923371,0.0317460317460317,0.2752537929359236
106,DB Ravi Teja,0.0927569424563412,0.0824538258575198,0.494505494505494,0.403151065801668,0.0256410256410256,0.0,0.0733197556008146,0.0344827586206896,0.0793650793650793,0.2919456487741186
107,DE Bollinger,0.0128829086744918,0.00923482849604221,0.391304347826087,0.376274328081557,0.0,0.0,0.00610997963340122,0.00383141762452107,0.0,0.23249881468743133
108,DH Yagnik,0.0403664471800744,0.0373790677220756,0.513078470824949,0.268767377201112,0.0,0.0,0.0468431771894093,0.00766283524904214,0.0317460317460317,0.24404877605723072
109,DJ Bravo,0.295161752075579,0.277484608619173,0.524086378737541,0.418746209910867,0.102564102564102,0.0,0.211812627291242,0.183908045977011,0.222222222222222,0.36147410198563645
110,DJ Harris,0.0292012596621815,0.0244063324538258,0.461858529819694,0.745829471733087,0.0,0.0,0.0224032586558044,0.0191570881226053,0.0317460317460317,0.36892475008758857
111,DJ Hooda,0.0790151732035499,0.082014072119613,0.577101598762248,0.334167438986715,0.0256410256410256,0.0,0.0386965376782077,0.0766283524904214,0.0476190476190476,0.29540343854783
112,DJ Hussey,0.314915545376467,0.290677220756376,0.514597119501751,0.58247618468831,0.128205128205128,0.0,0.183299389002036,0.229885057471264,0.301587301587301,0.41338006410041034
113,DJ Jacobs,0.0286286859433151,0.0202286719437115,0.39038189533239,0.35323712432146,0.0,0.0,0.020366598778004,0.0153256704980842,0.0158730158730158,0.2288852095320372
114,DJ Muthuswami,0.000572573718866304,0.000219876868953386,0.142857142857142,0.0134383688600556,0.0,0.0,0.0,0.0,0.0,0.046939269887997924
115,DJ Thornely,0.015173203549957,0.00857519788918206,0.309523809523809,0.262048192771084,0.0,0.0,0.010183299389002,0.00766283524904214,0.0158730158730158,0.17426038172705663
116,DJG Sammy,0.071571714858288,0.0648636763412489,0.503699487763232,0.39643188137164,0.0256410256410256,0.0,0.0305498981670061,0.0689655172413793,0.0158730158730158,0.2889448905877766
117,DL Chahar,0.00143143429716576,0.0030782761653474,1.0,0.376274328081557,0.0,0.0,0.0,0.00766283524904214,0.0,0.4137214678708026
118,DL Vettori,0.0334955625536787,0.0266051011433597,0.439467312348668,0.203255329008341,0.0,0.0,0.0244399185336048,0.00766283524904214,0.0,0.19932264506141745
119,DM Bravo,0.00830231892356141,0.0079155672823219,0.514285714285714,0.1935125115848,0.0,0.0,0.0020366598778004,0.00766283524904214,0.0,0.21414847674195303
120,DNT Zoysa,0.00229029487546521,0.00241864555848724,0.523809523809523,0.147822057460611,0.0,0.0,0.0020366598778004,0.0,0.0,0.2019884198721082
121,DP Nannes,0.00343544231319782,0.000879507475813544,0.131868131868131,0.0537534754402224,0.0,0.0,0.0,0.0,0.0,0.05594620505574727
122,DP Vijaykumar,0.0011451474377326,0.00109938434476693,0.428571428571428,0.033595922150139,0.0,0.0,0.0,0.0,0.0,0.1388174010228334
123,DPMD Jayawardene,0.435442313197824,0.397537379067722,0.509104561666979,0.622988997409755,0.282051282051282,0.2,0.409368635437881,0.153256704980842,0.365079365079365,0.471210256274314
124,DR Martyn,0.00715717148582879,0.00417766051011433,0.313186813186813,0.510658016682113,0.0,0.0,0.0020366598778004,0.0,0.0,0.2480716397774267
125,DR Smith,0.51588892069854,0.524406332453825,0.566912289042072,0.728420675709832,0.435897435897435,0.0,0.507128309572301,0.448275862068965,0.555555555555555,0.5728202456898231
126,DS Kulkarni,0.0286286859433151,0.0197889182058047,0.381895332390381,0.151181649675625,0.0,0.0,0.0122199592668024,0.00766283524904214,0.0,0.1646485880011667
127,DS Lehmann,0.00515316346979673,0.00395778364116095,0.406015037593984,0.241890639481001,0.0,0.0,0.00610997963340122,0.0,0.0,0.1954528382344395
128,DT Christian,0.100200400801603,0.0923482849604221,0.512820512820512,0.364136446530536,0.0,0.0,0.0448065173116089,0.0651340996168582,0.0317460317460317,0.2843764385302609
129,DT Patil,0.00601202404809619,0.00483729111697449,0.428571428571428,0.147822057460611,0.0,0.0,0.0020366598778004,0.0,0.0,0.17384494231516
130,DW Steyn,0.0458058975093043,0.036499560246262,0.441881100266193,0.139423076923077,0.0,0.0,0.0325865580448065,0.0114942528735632,0.0,0.18330221829242263
131,EJG Morgan,0.207271686229602,0.187774846086191,0.504827586206896,0.510060755843886,0.102564102564102,0.0,0.15478615071283,0.130268199233716,0.158730158730158,0.3625151042956651
132,ER Dwivedi,0.00400801603206412,0.00527704485488126,0.685714285714285,0.322520852641334,0.0,0.0,0.00610997963340122,0.00766283524904214,0.0,0.3040861154830577
133,F Behardien,0.0294875465216146,0.0246262093227792,0.461538461538461,0.150509731232622,0.0,0.0,0.0162932790224032,0.0153256704980842,0.0,0.18961152585113683
134,F du Plessis,0.298310907529344,0.284740545294635,0.532118887823585,0.756638594511825,0.205128205128205,0.0,0.226069246435845,0.1455938697318,0.317460317460317,0.4750901445537913
135,FH Edwards,0.0011451474377326,0.000879507475813544,0.342857142857142,0.0537534754402224,0.0,0.0,0.0,0.0,0.0,0.1191283936086773
136,FY Fazal,0.050959060979101,0.0402374670184696,0.438148443735035,0.44713118207094,0.0,0.0,0.0468431771894093,0.00383141762452107,0.0476190476190476,0.27566449495332446
137,G Gambhir,0.982536501574577,0.908531222515391,0.515833714785069,0.760648494928077,0.897435897435897,0.0,0.999999999999999,0.218390804597701,0.904761904761904,0.6957716482636634
138,GB Hogg,0.00343544231319782,0.00285839929639401,0.428571428571428,0.174698795180723,0.0,0.0,0.0020366598778004,0.0,0.0,0.18158124536239062
139,GC Smith,0.197537933008874,0.162489006156552,0.458341947488112,0.684893419833178,0.102564102564102,0.0,0.193482688391038,0.0344827586206896,0.142857142857142,0.3949655714235102
140,GD McGrath,0.0011451474377326,0.000879507475813544,0.342857142857142,0.0537534754402224,0.0,0.0,0.0020366598778004,0.0,0.0,0.11927095980012332
141,GH Vihari,0.0921843687374749,0.0615655233069481,0.371517027863777,0.358356502934815,0.0,0.0,0.0468431771894093,0.00383141762452107,0.0476190476190476,0.23323673746787604
142,GJ Bailey,0.157744059547666,0.145778364116095,0.514751552795031,0.494979919678713,0.0512820512820512,0.0,0.122199592668024,0.0727969348659003,0.126984126984126,0.3434344738380368
143,GJ Maxwell,0.223017463498425,0.270228671943711,0.675274725274725,0.600572921054848,0.153846153846153,0.0,0.199592668024439,0.314176245210727,0.269841269841269,0.4691347111271339
144,GR Napier,0.00429430289149728,0.00329815303430079,0.401785714285714,0.403151065801668,0.0,0.0,0.0020366598778004,0.0,0.0,0.24216813066566556
145,Gurkeerat Singh,0.0798740337818494,0.075197889182058,0.523469387755102,0.382993512511585,0.0256410256410256,0.0,0.075356415478615,0.0344827586206896,0.0317460317460317,0.29336037785215135
146,H Das,0.0011451474377326,0.000439753737906772,0.171428571428571,0.0537534754402224,0.0,0.0,0.0,0.0,0.0,0.06765584680631533
147,Harbhajan Singh,0.168909247065559,0.175681618293755,0.579405366207396,0.26188431022401,0.0256410256410256,0.0,0.15478615071283,0.157088122605363,0.0952380952380952,0.30122494758239765
148,Harmeet Singh,0.000286286859433152,0.000659630606860158,0.642857142857142,0.0806302131603337,0.0,0.0,0.0,0.0,0.0,0.21712648420890038
149,Harpreet Singh,0.00343544231319782,0.00219876868953386,0.329670329670329,0.268767377201112,0.0,0.0,0.0,0.0,0.0,0.17992296104604558
150,HH Gibbs,0.239335814486115,0.1948109058927,0.453661034306195,0.661466378333848,0.153846153846153,0.0,0.171079429735234,0.118773946360153,0.174603174603174,0.4004727173532795
151,HH Pandya,0.0873174921271113,0.0892700087950747,0.568627450980392,0.330665318617126,0.0256410256410256,0.0,0.0488798370672097,0.10727969348659,0.0476190476190476,0.2955031791331211
152,HM Amla,0.119381620383624,0.126868953386103,0.591592617908407,0.969242354031511,0.128205128205128,0.4,0.122199592668024,0.0804597701149425,0.0952380952380952,0.5211085384539379
153,HV Patel,0.0105926137990266,0.0103342128408091,0.530075187969924,0.105267222737102,0.0,0.0,0.00407331975560081,0.0114942528735632,0.0,0.1931405627414459
154,I Malhotra,0.000858860578299456,0.0015391380826737,0.75,0.188137164040778,0.0,0.0,0.0020366598778004,0.0,0.0,0.2817805722408617
155,I Sharma,0.0166046378471228,0.00989445910290237,0.326876513317191,0.0711443057297061,0.0,0.0,0.00610997963340122,0.00383141762452107,0.0,0.12188350714852483
156,IC Pandey,0.000286286859433152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43143429716576e-05
157,IK Pathan,0.281706269682221,0.252858399296394,0.500362581580855,0.376929858269851,0.0256410256410256,0.0,0.191446028513238,0.1455938697318,0.158730158730158,0.32725984211289944
158,Imran Tahir,0.0140280561122244,0.0079155672823219,0.308571428571428,0.074427889071077,0.0,0.0,0.00407331975560081,0.00383141762452107,0.0,0.11690777226695824
159,Iqbal Abdulla,0.0243343830518179,0.0193491644678979,0.438538205980066,0.181934839951522,0.0,0.0,0.0183299389002036,0.00383141762452107,0.0158730158730158,0.19080653015934257
160,IR Jaggi,0.028342399083882,0.0167106420404573,0.325714285714285,0.291804580961206,0.0,0.0,0.0142566191446028,0.0,0.0,0.18934180750100932
161,Ishan Kishan,0.0727168622960206,0.0701407211961301,0.536134453781512,0.57157862218103,0.0256410256410256,0.0,0.0692464358452138,0.0498084291187739,0.0793650793650793,0.3533636968435706
162,J Arunkumar,0.00658459776696249,0.00505716798592788,0.410714285714285,0.206054989187519,0.0,0.0,0.010183299389002,0.0,0.0,0.18657856011471224
163,J Botha,0.103922129974234,0.0899296394019349,0.481554160125588,0.392592347411623,0.0256410256410256,0.0,0.0794297352342158,0.0191570881226053,0.0634920634920634,0.28570663201792246
164,J Suchith,0.00916117950186086,0.0105540897097625,0.623376623376623,0.258016682113067,0.0,0.0,0.00814663951120162,0.00766283524904214,0.0158730158730158,0.26696149447370293
165,J Syed Mohammad,0.00744345834526195,0.00637642919964819,0.46031746031746,0.155885078776645,0.0,0.0,0.00814663951120162,0.0,0.0,0.18644084233124353
166,J Theron,0.00343544231319782,0.00219876868953386,0.329670329670329,0.0671918443002781,0.0,0.0,0.0020366598778004,0.0,0.0,0.11959286736724142
167,J Yadav,0.00314915545376467,0.00131926121372031,0.214285714285714,0.0806302131603337,0.0,0.0,0.0,0.0,0.0,0.08876416212787457
168,JA Morkel,0.203549957056971,0.214379947229551,0.586878009630818,0.391116705628483,0.0769230769230769,0.0,0.124236252545824,0.206896551724137,0.111111111111111,0.3538165456275575
